Company1,Company2,Value
1,1,1.0
1,2,-0.47300744913572806
1,3,0.8978484747837965
1,4,-0.3129274211164756
1,5,0.3828644202634506
1,6,0.261419082187653
1,7,0.21293687451773052
1,8,-0.5179791184846894
1,9,0.2376712254360948
1,10,0.37276821264914384
1,11,0.21247345776516316
1,12,-0.5901036943926012
1,13,-0.46293405877425015
1,14,0.2549695375084679
1,15,0.2742907930351219
1,16,0.7060963580629331
1,17,0.2808351791782283
1,18,-0.6464417258228676
1,19,-0.18211577486559286
1,20,0.3302519066003975
1,21,-0.08602656492159227
1,22,-0.09038878403846477
1,23,-0.8088312288984413
1,24,0.7794378026288492
1,25,0.5105537862431196
1,26,-0.5783981413246121
1,27,-0.6330265347428574
1,28,0.7212778099258627
1,29,0.7515690235512003
1,30,0.22459169732915088
2,1,-0.47300744913572806
2,2,0.9999999999999998
2,3,-0.47760322316515486
2,4,-0.1286776329502729
2,5,-0.1937413364120053
2,6,-0.14011565361166503
2,7,0.3441069346574544
2,8,0.3552356429699328
2,9,0.28715607097574936
2,10,0.16798704644132842
2,11,-0.06622770719375486
2,12,0.39975155878148255
2,13,0.5967353656843177
2,14,-0.19719866449216966
2,15,-0.1771667909160574
2,16,-0.2626150066426874
2,17,-0.18947434691949525
2,18,0.37594112044254174
2,19,0.762929060223537
2,20,-0.19741821876402924
2,21,0.2688394396090729
2,22,0.14238708825436502
2,23,0.7264879436709014
2,24,-0.32212045410197093
2,25,-0.13887106796563534
2,26,0.6829981288394338
2,27,0.7765952163358907
2,28,-0.25360085552037714
2,29,-0.6606144325803348
2,30,0.3189556760823791
3,1,0.8978484747837966
3,2,-0.47760322316515486
3,3,1.0
3,4,-0.5027146102653576
3,5,0.46208418663150164
3,6,0.32175132976031817
3,7,0.21262689610484928
3,8,-0.6488522703375758
3,9,0.16782129019335182
3,10,0.3999587191013648
3,11,0.28872928081591914
3,12,-0.7435072151824589
3,13,-0.5267518128030767
3,14,0.28317476055716556
3,15,0.32334409192815966
3,16,0.7725454841968004
3,17,0.32570033250929314
3,18,-0.8226465418134802
3,19,-0.29961664838159413
3,20,0.5269212540981069
3,21,-0.006996689975285326
3,22,-0.25589895110026956
3,23,-0.8688204763650196
3,24,0.7980572530224
3,25,0.6110403132041028
3,26,-0.6095493194748838
3,27,-0.7007328762736984
3,28,0.7662578650374751
3,29,0.8354017912796601
3,30,0.4072376838277084
4,1,-0.3129274211164756
4,2,-0.1286776329502729
4,3,-0.5027146102653576
4,4,1.0
4,5,-0.32479569635275835
4,6,-0.22390663295765678
4,7,-0.5683724455451059
4,8,0.6013036193604361
4,9,-0.34949821450963064
4,10,-0.6327117694318275
4,11,-0.15600849234023542
4,12,0.7434501599154063
4,13,0.20883985308889957
4,14,-0.2685676299227351
4,15,-0.25946593805633117
4,16,-0.3643235600426281
4,17,-0.2736794164707325
4,18,0.7176332953177784
4,19,0.10001845513037172
4,20,-0.7951059496242088
4,21,0.09621618741260735
4,22,0.6799504515421951
4,23,0.31480348205413394
4,24,-0.37052871683786154
4,25,-0.5498499532029727
4,26,0.10089309959761214
4,27,0.34014703141463054
4,28,-0.33087274909707814
4,29,-0.466065024826931
4,30,-0.8587137833058223
5,1,0.3828644202634505
5,2,-0.19374133641200528
5,3,0.46208418663150164
5,4,-0.32479569635275835
5,5,1.0
5,6,0.6249935016215062
5,7,0.11702210847723717
5,8,-0.39833574136514555
5,9,-0.06957547390973637
5,10,0.2515552320302682
5,11,0.4190504417807829
5,12,-0.41994546762875334
5,13,-0.1956739460423656
5,14,0.7306106551350889
5,15,0.7113576088545518
5,16,0.6952118108846723
5,17,0.7497006206936567
5,18,-0.5378363922344778
5,19,-0.1296422467187786
5,20,0.2832922254469546
5,21,0.2290113220828868
5,22,0.008533039420703334
5,23,-0.5310041611964624
5,24,0.680488579707559
5,25,0.855418832534426
5,26,-0.4691468626618165
5,27,-0.44702299937729184
5,28,0.5035235040931808
5,29,0.5583832773678723
5,30,0.3650029336792587
6,1,0.2614190821876529
6,2,-0.14011565361166503
6,3,0.3217513297603181
6,4,-0.22390663295765678
6,5,0.6249935016215064
6,6,1.0
6,7,0.08216243470777447
6,8,-0.26948222009483125
6,9,-0.0526307026125375
6,10,0.20830742867894114
6,11,0.7305334733948554
6,12,-0.21494401169638622
6,13,0.010315428510991567
6,14,0.7024452628547402
6,15,0.8938029387616531
6,16,0.5694383621371744
6,17,0.8563856724867157
6,18,-0.3743211521884869
6,19,-0.1003510297939256
6,20,0.1479304975422017
6,21,0.318231975830894
6,22,0.03228249757364094
6,23,-0.29894185551353625
6,24,0.32228540341004114
6,25,0.7797332828205835
6,26,-0.2704513964280046
6,27,-0.21755419290879005
6,28,0.3680412001112115
6,29,0.3595017635228629
6,30,0.36703088889930974
7,1,0.21293687451773052
7,2,0.3441069346574544
7,3,0.21262689610484928
7,4,-0.5683724455451059
7,5,0.11702210847723717
7,6,0.08216243470777448
7,7,1.0
7,8,-0.3003708138236363
7,9,0.6440642954807009
7,10,0.6719766771674425
7,11,0.04833853860023548
7,12,-0.3489700548917575
7,13,0.10444253440746652
7,14,0.10420567478120166
7,15,0.10537378336655094
7,16,0.16345309112066353
7,17,0.1037876737690909
7,18,-0.3662539119490333
7,19,0.20091378049314274
7,20,0.35716969197747916
7,21,-0.07396403288300842
7,22,-0.22518375628022044
7,23,-0.006765103294881829
7,24,0.1757788273169079
7,25,0.37234615575726354
7,26,0.12981183327534318
7,27,0.01584675471289595
7,28,0.16188157469158193
7,29,0.24327917135796703
7,30,0.6702233886156825
8,1,-0.5179791184846892
8,2,0.35523564296993276
8,3,-0.6488522703375758
8,4,0.6013036193604362
8,5,-0.3983357413651455
8,6,-0.2694822200948312
8,7,-0.30037081382363623
8,8,1.0
8,9,-0.0888235932835069
8,10,-0.30698070329648625
8,11,-0.1590548213282314
8,12,0.8413005091949357
8,13,0.7015741579317585
8,14,-0.32668178091406425
8,15,-0.3118814319720348
8,16,-0.5064391706963328
8,17,-0.3281516985262124
8,18,0.729868516729347
8,19,0.3815110164481053
8,20,-0.6504256078767353
8,21,0.13622920304129643
8,22,0.30361065861653386
8,23,0.6411072217124606
8,24,-0.5500983485360154
8,25,-0.5409503961528003
8,26,0.714448140950896
8,27,0.6291922732062385
8,28,-0.4834697206282223
8,29,-0.7162319993065664
8,30,-0.48224305400289347
9,1,0.2376712254360948
9,2,0.2871560709757493
9,3,0.16782129019335182
9,4,-0.34949821450963064
9,5,-0.06957547390973635
9,6,-0.05263070261253751
9,7,0.6440642954807009
9,8,-0.0888235932835069
9,9,1.0
9,10,0.7555245801823846
9,11,-0.034151475252781456
9,12,-0.1376747084956811
9,13,0.17384299803504005
9,14,-0.06180646333990658
9,15,-0.06053602492405669
9,16,0.07002261303180002
9,17,-0.06359824604171145
9,18,-0.2013677069636848
9,19,0.2089769936062261
9,20,0.1811234698861258
9,21,-0.15738217077494981
9,22,-0.2542556508820963
9,23,-0.002929112235644191
9,24,0.10246905058212778
9,25,0.13894407389612926
9,26,0.21256618995810905
9,27,0.07092365162694436
9,28,0.10831767321256329
9,29,0.16268749223261608
9,30,0.4441189272671396
10,1,0.37276821264914384
10,2,0.1679870464413284
10,3,0.39995871910136477
10,4,-0.6327117694318275
10,5,0.25155523203026825
10,6,0.20830742867894114
10,7,0.6719766771674426
10,8,-0.3069807032964863
10,9,0.7555245801823846
10,10,1.0
10,11,0.1624908759119647
10,12,-0.44153676366197503
10,13,0.02399420307105423
10,14,0.20463251593135887
10,15,0.22031495529095377
10,16,0.3299004197324232
10,17,0.22431431052901307
10,18,-0.48897414476219886
10,19,-0.00604103900783362
10,20,0.5185311764503372
10,21,-0.016931973259092303
10,22,-0.49807727741425595
10,23,-0.27958809850212857
10,24,0.3238359361133828
10,25,0.48073303372553683
10,26,0.0321722471595694
10,27,-0.22185572186749808
10,28,0.3059246325120128
10,29,0.44097755862924753
10,30,0.6839580598492807
11,1,0.21247345776516316
11,2,-0.06622770719375486
11,3,0.28872928081591914
11,4,-0.15600849234023542
11,5,0.4190504417807829
11,6,0.7305334733948554
11,7,0.04833853860023549
11,8,-0.15905482132823143
11,9,-0.034151475252781456
11,10,0.1624908759119647
11,11,1.0
11,12,-0.10037042644741677
11,13,-0.013270282337742538
11,14,0.38364047249820366
11,15,0.6094450579095216
11,16,0.47988706707059753
11,17,0.5873463851654454
11,18,-0.27421630011256126
11,19,-0.026480827124732667
11,20,0.10455388505361181
11,21,0.3446724701337224
11,22,0.1008819791304353
11,23,-0.20634850637525015
11,24,0.18045669104329648
11,25,0.6133847911909845
11,26,-0.155765061720011
11,27,-0.10179400182963504
11,28,0.25229142027173057
11,29,0.23163508431667568
11,30,0.2706805943756188
12,1,-0.5901036943926012
12,2,0.39975155878148255
12,3,-0.7435072151824589
12,4,0.7434501599154063
12,5,-0.41994546762875334
12,6,-0.21494401169638624
12,7,-0.3489700548917575
12,8,0.8413005091949357
12,9,-0.1376747084956811
12,10,-0.441536763661975
12,11,-0.10037042644741678
12,12,0.9999999999999999
12,13,0.6654071389933426
12,14,-0.3094786871277628
12,15,-0.2729300002731786
12,16,-0.5110149280022822
12,17,-0.29413237577690965
12,18,0.8506105026351739
12,19,0.4907315980951627
12,20,-0.8308468193896429
12,21,0.23530212578847853
12,22,0.5602994204287649
12,23,0.7335564068914763
12,24,-0.5974472219735302
12,25,-0.5662360998015136
12,26,0.6049352224860551
12,27,0.745748043354556
12,28,-0.4993382834986042
12,29,-0.8119780463036419
12,30,-0.5664330868786627
13,1,-0.46293405877425015
13,2,0.5967353656843177
13,3,-0.5267518128030767
13,4,0.2088398530888996
13,5,-0.1956739460423656
13,6,0.010315428510991567
13,7,0.10444253440746654
13,8,0.7015741579317586
13,9,0.17384299803504005
13,10,0.023994203071054234
13,11,-0.01327028233774254
13,12,0.6654071389933426
13,13,1.0
13,14,-0.07876016712306706
13,15,-0.03748406962210338
13,16,-0.27899599358937743
13,17,-0.0577710037633015
13,18,0.49757985531748705
13,19,0.5193566726748111
13,20,-0.40763778969654424
13,21,0.20112750313101996
13,22,0.1920077536664257
13,23,0.6300393914144243
13,24,-0.38919883681415957
13,25,-0.19064161409109806
13,26,0.7972071540652892
13,27,0.6498342736805944
13,28,-0.28125483109856003
13,29,-0.5878769133707257
13,30,-0.00024649070762876237
14,1,0.2549695375084679
14,2,-0.19719866449216966
14,3,0.2831747605571656
14,4,-0.2685676299227351
14,5,0.730610655135089
14,6,0.7024452628547402
14,7,0.10420567478120166
14,8,-0.32668178091406425
14,9,-0.06180646333990659
14,10,0.20463251593135887
14,11,0.3836404724982036
14,12,-0.3094786871277628
14,13,-0.07876016712306706
14,14,1.0
14,15,0.8840305546551316
14,16,0.5238486902875348
14,17,0.9603143987031547
14,18,-0.4229604265901039
14,19,-0.15856017757169613
14,20,0.19840641511695617
14,21,0.20261280616692015
14,22,-0.0392051957971196
14,23,-0.35703238800870457
14,24,0.4573657791337719
14,25,0.7332001608540054
14,26,-0.34345448792472344
14,27,-0.3242673600247118
14,28,0.3693254466253724
14,29,0.42633077393330965
14,30,0.31151499014983564
15,1,0.2742907930351219
15,2,-0.1771667909160574
15,3,0.32334409192815966
15,4,-0.25946593805633117
15,5,0.7113576088545518
15,6,0.8938029387616531
15,7,0.10537378336655094
15,8,-0.3118814319720348
15,9,-0.06053602492405669
15,10,0.22031495529095377
15,11,0.6094450579095215
15,12,-0.2729300002731786
15,13,-0.03748406962210337
15,14,0.8840305546551316
15,15,0.9999999999999998
15,16,0.5779647391325388
15,17,0.9537552900975341
15,18,-0.4173942795449933
15,19,-0.13565133493169107
15,20,0.17605145287877494
15,21,0.2836970864893651
15,22,-0.00020370777785903277
15,23,-0.34269755270962515
15,24,0.39990397096420693
15,25,0.8028058600186586
15,26,-0.32112285216020153
15,27,-0.2830126544333272
15,28,0.3911194398425831
15,29,0.41078096345519355
15,30,0.3594885318207747
16,1,0.7060963580629331
16,2,-0.2626150066426874
16,3,0.7725454841968005
16,4,-0.36432356004262817
16,5,0.6952118108846723
16,6,0.5694383621371745
16,7,0.16345309112066353
16,8,-0.5064391706963328
16,9,0.07002261303180002
16,10,0.3299004197324232
16,11,0.47988706707059753
16,12,-0.5110149280022822
16,13,-0.27899599358937743
16,14,0.5238486902875347
16,15,0.5779647391325388
16,16,1.0
16,17,0.5918048584568039
16,18,-0.6774143868246703
16,19,-0.10971342517484592
16,20,0.319095062789524
16,21,0.2062296865908131
16,22,0.07137062782040897
16,23,-0.7217483780659415
16,24,0.8501349832249941
16,25,0.7821931312217197
16,26,-0.534430179260539
16,27,-0.527456874695428
16,28,0.925160350511656
16,29,0.6660732765730855
16,30,0.37309084918382784
17,1,0.2808351791782283
17,2,-0.18947434691949525
17,3,0.3257003325092931
17,4,-0.2736794164707325
17,5,0.7497006206936567
17,6,0.8563856724867156
17,7,0.10378767376909089
17,8,-0.32815169852621234
17,9,-0.06359824604171144
17,10,0.22431431052901307
17,11,0.5873463851654454
17,12,-0.29413237577690965
17,13,-0.0577710037633015
17,14,0.9603143987031546
17,15,0.953755290097534
17,16,0.591804858456804
17,17,1.0
17,18,-0.43995175464046715
17,19,-0.14304642470924767
17,20,0.1968819987360507
17,21,0.27167570868211627
17,22,-0.009242893262231634
17,23,-0.3645815942316326
17,24,0.44010348494156487
17,25,0.8159675232022572
17,26,-0.3412532008017532
17,27,-0.30640490298961637
17,28,0.3971789415220566
17,29,0.43434827670301474
17,30,0.35723977891090375
18,1,-0.6464417258228676
18,2,0.37594112044254174
18,3,-0.8226465418134802
18,4,0.7176332953177784
18,5,-0.5378363922344778
18,6,-0.3743211521884869
18,7,-0.36625391194903323
18,8,0.729868516729347
18,9,-0.2013677069636848
18,10,-0.48897414476219886
18,11,-0.27421630011256126
18,12,0.8506105026351739
18,13,0.4975798553174871
18,14,-0.4229604265901039
18,15,-0.41739427954499325
18,16,-0.6774143868246704
18,17,-0.4399517546404671
18,18,0.9999999999999999
18,19,0.4136926181860199
18,20,-0.6809103142472192
18,21,0.08195420237485773
18,22,0.4575302574484716
18,23,0.7437699042634167
18,24,-0.6930784689767022
18,25,-0.7209036570199931
18,26,0.535262311208816
18,27,0.6994378918257075
18,28,-0.625327914699809
18,29,-0.8265964932816463
18,30,-0.616549486301267
19,1,-0.18211577486559286
19,2,0.762929060223537
19,3,-0.29961664838159413
19,4,0.10001845513037172
19,5,-0.1296422467187786
19,6,-0.1003510297939256
19,7,0.20091378049314274
19,8,0.3815110164481053
19,9,0.2089769936062261
19,10,-0.00604103900783362
19,11,-0.02648082712473267
19,12,0.4907315980951627
19,13,0.5193566726748111
19,14,-0.1585601775716961
19,15,-0.13565133493169107
19,16,-0.1097134251748459
19,17,-0.14304642470924767
19,18,0.4136926181860198
19,19,1.0
19,20,-0.4759828536051411
19,21,0.30125214873977507
19,22,0.4524813186838832
19,23,0.5864012088804357
19,24,-0.13165033528442066
19,25,-0.14234285928265358
19,26,0.4548419423890082
19,27,0.7426066235485236
19,28,-0.08746060540371448
19,29,-0.6169853340164575
19,30,0.05119572771922952
20,1,0.3302519066003975
20,2,-0.1974182187640292
20,3,0.5269212540981068
20,4,-0.7951059496242088
20,5,0.28329222544695454
20,6,0.1479304975422017
20,7,0.3571696919774792
20,8,-0.6504256078767353
20,9,0.1811234698861258
20,10,0.5185311764503372
20,11,0.1045538850536118
20,12,-0.8308468193896429
20,13,-0.40763778969654424
20,14,0.1984064151169562
20,15,0.17605145287877494
20,16,0.31909506278952393
20,17,0.1968819987360507
20,18,-0.680910314247219
20,19,-0.47598285360514103
20,20,1.0
20,21,-0.14516985261965135
20,22,-0.7599006664525045
20,23,-0.5204144001707558
20,24,0.33915401543429374
20,25,0.44803853749921035
20,26,-0.30468265022638324
20,27,-0.5729449469256402
20,28,0.2950673156394558
20,29,0.618158493045877
20,30,0.6265617531055888
21,1,-0.08602656492159227
21,2,0.2688394396090729
21,3,-0.006996689975285325
21,4,0.09621618741260735
21,5,0.22901132208288677
21,6,0.31823197583089397
21,7,-0.0739640328830084
21,8,0.13622920304129643
21,9,-0.1573821707749498
21,10,-0.016931973259092303
21,11,0.34467247013372243
21,12,0.23530212578847853
21,13,0.20112750313101996
21,14,0.20261280616692015
21,15,0.28369708648936515
21,16,0.2062296865908131
21,17,0.27167570868211627
21,18,0.08195420237485773
21,19,0.3012521487397751
21,20,-0.14516985261965132
21,21,1.0
21,22,0.30980266253812333
21,23,0.13324190890211188
21,24,0.06704152517241381
21,25,0.22895297882883048
21,26,0.08320686943709012
21,27,0.3471274010591591
21,28,0.09019616207457852
21,29,-0.19342573300906687
21,30,0.15225614083557204
22,1,-0.09038878403846479
22,2,0.14238708825436502
22,3,-0.2558989511002696
22,4,0.6799504515421952
22,5,0.008533039420703334
22,6,0.03228249757364094
22,7,-0.22518375628022044
22,8,0.30361065861653386
22,9,-0.2542556508820963
22,10,-0.49807727741425606
22,11,0.1008819791304353
22,12,0.5602994204287649
22,13,0.1920077536664257
22,14,-0.0392051957971196
22,15,-0.0002037077778590328
22,16,0.07137062782040896
22,17,-0.009242893262231634
22,18,0.4575302574484716
22,19,0.4524813186838832
22,20,-0.7599006664525045
22,21,0.3098026625381234
22,22,1.0
22,23,0.25184060819653636
22,24,0.008626439903476972
22,25,-0.12923622659823816
22,26,-0.04452232703874397
22,27,0.4051706984764408
22,28,0.07020879045596116
22,29,-0.38317349260870776
22,30,-0.48918145399379886
23,1,-0.8088312288984414
23,2,0.7264879436709014
23,3,-0.8688204763650196
23,4,0.3148034820541339
23,5,-0.5310041611964624
23,6,-0.29894185551353625
23,7,-0.006765103294881829
23,8,0.6411072217124605
23,9,-0.002929112235644191
23,10,-0.27958809850212857
23,11,-0.20634850637525018
23,12,0.7335564068914764
23,13,0.6300393914144243
23,14,-0.3570323880087046
23,15,-0.3426975527096251
23,16,-0.7217483780659415
23,17,-0.36458159423163267
23,18,0.7437699042634166
23,19,0.5864012088804358
23,20,-0.5204144001707559
23,21,0.13324190890211188
23,22,0.25184060819653636
23,23,1.0
23,24,-0.7959098161929871
23,25,-0.5666754239572774
23,26,0.7492830326989192
23,27,0.8975363370297607
23,28,-0.705329300380581
23,29,-0.9198320547644123
23,30,-0.17458340802070135
24,1,0.7794378026288492
24,2,-0.32212045410197093
24,3,0.7980572530224
24,4,-0.37052871683786154
24,5,0.6804885797075589
24,6,0.32228540341004114
24,7,0.17577882731690786
24,8,-0.5500983485360154
24,9,0.10246905058212778
24,10,0.3238359361133828
24,11,0.1804566910432965
24,12,-0.5974472219735302
24,13,-0.3891988368141596
24,14,0.4573657791337719
24,15,0.399903970964207
24,16,0.8501349832249943
24,17,0.4401034849415648
24,18,-0.6930784689767022
24,19,-0.13165033528442066
24,20,0.3391540154342937
24,21,0.06704152517241381
24,22,0.008626439903476972
24,23,-0.7959098161929872
24,24,0.9999999999999999
24,25,0.6671551529810192
24,26,-0.598510228519357
24,27,-0.6246493476740025
24,28,0.8309817964789725
24,29,0.7158229737632211
24,30,0.32537137978890335
25,1,0.5105537862431195
25,2,-0.13887106796563534
25,3,0.6110403132041027
25,4,-0.5498499532029727
25,5,0.855418832534426
25,6,0.7797332828205835
25,7,0.37234615575726354
25,8,-0.5409503961528003
25,9,0.13894407389612926
25,10,0.4807330337255369
25,11,0.6133847911909845
25,12,-0.5662360998015137
25,13,-0.19064161409109806
25,14,0.7332001608540054
25,15,0.8028058600186586
25,16,0.7821931312217197
25,17,0.8159675232022572
25,18,-0.7209036570199931
25,19,-0.14234285928265358
25,20,0.44803853749921035
25,21,0.22895297882883048
25,22,-0.12923622659823816
25,23,-0.5666754239572775
25,24,0.6671551529810192
25,25,1.0
25,26,-0.42684170960588397
25,27,-0.4603234223614397
25,28,0.5935302816143259
25,29,0.6620878564216371
25,30,0.6277487682256389
26,1,-0.578398141324612
26,2,0.6829981288394339
26,3,-0.6095493194748839
26,4,0.10089309959761214
26,5,-0.46914686266181643
26,6,-0.27045139642800453
26,7,0.12981183327534318
26,8,0.714448140950896
26,9,0.21256618995810903
26,10,0.03217224715956939
26,11,-0.155765061720011
26,12,0.6049352224860552
26,13,0.7972071540652891
26,14,-0.34345448792472344
26,15,-0.3211228521602016
26,16,-0.534430179260539
26,17,-0.3412532008017532
26,18,0.5352623112088158
26,19,0.4548419423890082
26,20,-0.30468265022638324
26,21,0.08320686943709012
26,22,-0.04452232703874397
26,23,0.7492830326989192
26,24,-0.598510228519357
26,25,-0.42684170960588397
26,26,0.9999999999999998
26,27,0.714977535373389
26,28,-0.5071216879738718
26,29,-0.6903614940673475
26,30,0.0425930147269602
27,1,-0.6330265347428575
27,2,0.7765952163358907
27,3,-0.7007328762736984
27,4,0.34014703141463054
27,5,-0.44702299937729184
27,6,-0.21755419290879005
27,7,0.015846754712895955
27,8,0.6291922732062385
27,9,0.07092365162694436
27,10,-0.22185572186749808
27,11,-0.10179400182963504
27,12,0.7457480433545561
27,13,0.6498342736805944
27,14,-0.32426736002471174
27,15,-0.2830126544333272
27,16,-0.527456874695428
27,17,-0.30640490298961637
27,18,0.6994378918257076
27,19,0.7426066235485236
27,20,-0.5729449469256402
27,21,0.3471274010591592
27,22,0.40517069847644077
27,23,0.8975363370297608
27,24,-0.6246493476740025
27,25,-0.46032342236143964
27,26,0.7149775353733892
27,27,1.0
27,28,-0.5074154229177985
27,29,-0.8757226630525228
27,30,-0.10179682431711405
28,1,0.7212778099258627
28,2,-0.25360085552037714
28,3,0.7662578650374752
28,4,-0.3308727490970781
28,5,0.5035235040931808
28,6,0.36804120011121144
28,7,0.16188157469158193
28,8,-0.4834697206282223
28,9,0.1083176732125633
28,10,0.3059246325120128
28,11,0.2522914202717305
28,12,-0.4993382834986042
28,13,-0.28125483109856003
28,14,0.3693254466253724
28,15,0.3911194398425831
28,16,0.9251603505116559
28,17,0.39717894152205657
28,18,-0.6253279146998089
28,19,-0.08746060540371448
28,20,0.2950673156394559
28,21,0.09019616207457852
28,22,0.07020879045596116
28,23,-0.7053293003805811
28,24,0.8309817964789724
28,25,0.593530281614326
28,26,-0.5071216879738718
28,27,-0.5074154229177985
28,28,1.0
28,29,0.6219669341306138
28,30,0.301330676485118
29,1,0.7515690235512003
29,2,-0.6606144325803348
29,3,0.8354017912796601
29,4,-0.4660650248269311
29,5,0.5583832773678723
29,6,0.3595017635228629
29,7,0.24327917135796698
29,8,-0.7162319993065664
29,9,0.16268749223261608
29,10,0.44097755862924753
29,11,0.23163508431667568
29,12,-0.8119780463036419
29,13,-0.5878769133707256
29,14,0.4263307739333097
29,15,0.41078096345519355
29,16,0.6660732765730856
29,17,0.43434827670301474
29,18,-0.8265964932816463
29,19,-0.6169853340164575
29,20,0.618158493045877
29,21,-0.1934257330090669
29,22,-0.3831734926087077
29,23,-0.9198320547644123
29,24,0.7158229737632212
29,25,0.662087856421637
29,26,-0.6903614940673475
29,27,-0.8757226630525228
29,28,0.6219669341306138
29,29,1.0
29,30,0.36581084529985886
30,1,0.2245916973291509
30,2,0.3189556760823791
30,3,0.4072376838277084
30,4,-0.8587137833058223
30,5,0.3650029336792587
30,6,0.36703088889930974
30,7,0.6702233886156824
30,8,-0.48224305400289347
30,9,0.4441189272671396
30,10,0.6839580598492807
30,11,0.2706805943756188
30,12,-0.5664330868786626
30,13,-0.00024649070762876237
30,14,0.31151499014983564
30,15,0.3594885318207747
30,16,0.3730908491838279
30,17,0.3572397789109038
30,18,-0.616549486301267
30,19,0.05119572771922952
30,20,0.6265617531055888
30,21,0.15225614083557204
30,22,-0.48918145399379886
30,23,-0.17458340802070135
30,24,0.3253713797889033
30,25,0.6277487682256389
30,26,0.0425930147269602
30,27,-0.10179682431711405
30,28,0.301330676485118
30,29,0.36581084529985886
30,30,1.0
